,name,category_groups_list,country_code,primary_role,homepage_url
598964,Topstick,"Financial Services,Manufacturing",CHE,company,http://www.topstick.ch
598968,Sultex-Export,"Manufacturing,Science and Engineering",CHE,company,
598972,Massively Multiplayer Online Science,Information Technology,CHE,company,http://mmos.ch
598975,Total Office Management,"Administrative Services,Other,Professional Services",CHE,company,http://www.totaloffice.ch
598980,Sumec,"Manufacturing,Science and Engineering",CHE,company,http://www.sumec.ch
598982,TQM Insight,"Information Technology,Other",CHE,company,http://www.tqm-insight.com
598995,SUSS MicroOptics,"Manufacturing,Science and Engineering",CHE,company,https://www.suss-microoptics.com
598998,Tradition Julen Zermatt,"Agriculture and Farming,Food and Beverage,Travel and Tourism",CHE,company,https://www.julen.ch
598999,Swiss Birdradar Solution,"Consumer Electronics,Hardware",CHE,company,https://swiss-birdradar.com
599001,PHARMALP,"Health Care,Sports",CHE,company,http://www.pharmalp.ch
599006,Trakia CH,Other,CHE,company,
599008,Swiss Clinical Trial Organization,"Health Care,Other",CHE,company,https://www.scto.ch
599009,PharmaSens,"Biotechnology,Health Care,Science and Engineering",CHE,company,http://www.pharmasens.com
599012,swiss cloud computing,"Internet Services,Software",CHE,company,http://swisscloudcomputing.com
599020,Swiss Information Group,"Data and Analytics,Information Technology",CHE,company,http://www.swissinfogroup.com
599023,PharMida,"Sales and Marketing,Science and Engineering",CHE,company,
599026,Triflo Medical Switzerland,"Health Care,Sales and Marketing",CHE,company,
599033,PHASIS,"Manufacturing,Media and Entertainment,Video",CHE,company,https://www.phasis.ch
599039,Tropenhaus Frutigen,Food and Beverage,CHE,company,https://www.tropenhaus-frutigen.ch
599040,Swiss Nanomaterials,"Manufacturing,Science and Engineering",CHE,company,
599045,Swiss Travel System,Travel and Tourism,CHE,company,
599052,tsquare,"Financial Services,Information Technology",CHE,company,http://tsquare.ch
599053,swisscleandrive,"Manufacturing,Transportation",CHE,company,http://www.swisscleandrive.com
599065,Swisscopter,"Manufacturing,Sales and Marketing,Science and Engineering",CHE,company,http://www.swisscopter.ch
599068,Stray Fawn Studio,Gaming,CHE,company,https://strayfawnstudio.com/
599069,TwentyGreen,"Agriculture and Farming,Biotechnology,Food and Beverage,Health Care,Science and Engineering",CHE,company,http://www.twentygreen.com
599072,SwissDRG,"Health Care,Other",CHE,company,https://www.swissdrg.org
599077,Swissi,"Manufacturing,Privacy and Security,Professional Services,Science and Engineering",CHE,company,http://www.swissi.ch
599079,TZW,"Other,Professional Services,Science and Engineering",CHE,company,http://tzw-witterswil.ch
599080,Swissi Process Safety,"Other,Professional Services",CHE,company,
599090,swissmooh,"Food and Beverage,Other",CHE,company,http://www.swissmooh.ch
599097,Powerline Automation,Sustainability,CHE,company,http://www.sensorbee.ch/
599100,swissplan.ch,"Financial Services,Information Technology",CHE,company,http://swissplan.ch
599103,U-NICA,"Commerce and Shopping,Other,Privacy and Security",CHE,company,https://www.u-nica.com
599108,Ub-invent,"Health Care,Other",CHE,company,
599112,Uptile,Professional Services,CHE,company,
599114,Pramac Swiss,Sustainability,CHE,company,http://www.pramacparts.com
599117,Urbanis,"Education,Professional Services",CHE,company,
599120,Predictive Layer,"Artificial Intelligence,Data and Analytics,Information Technology,Science and Engineering,Software",CHE,company,http://www.predictivelayer.com
599124,wissen.org,Professional Services,CHE,company,http://www.wissen.org
599128,World Climate Credit,Professional Services,CHE,company,http://worldclimatecredit.com
599129,Unique Trend Developments,Information Technology,CHE,company,http://www.utrend.ch
599132,Wyssbrod Technology,"Manufacturing,Science and Engineering",CHE,company,
599133,V-ZUG,"Consumer Goods,Manufacturing,Sales and Marketing",CHE,company,http://www.vzug.co
599135,Würth ITensis,"Information Technology,Internet Services,Privacy and Security",CHE,company,http://www.wuerth-itensis.com
599140,VADIAN.NET,"Consumer Electronics,Hardware,Internet Services",CHE,company,http://vadian.net
599141,x28,"Professional Services,Software",CHE,company,http://www.x28.ch
599147,Vario-optics,"Consumer Electronics,Hardware,Other",CHE,company,http://www.vario-optics.ch
599153,Vc Partner,"Administrative Services,Other,Professional Services",CHE,company,http://www.vcpartner.biz 
599161,Rebels Technologies,"Apps,Information Technology,Software",CHE,company,http://rebels-app.com
599286,Prodeo,Manufacturing,CHE,company,
599289,XLBiosim,"Biotechnology,Hardware,Information Technology,Manufacturing,Science and Engineering,Software",CHE,company,http://www.xlbiosim.com
599295,PROGNOSIX,Information Technology,CHE,company,http://www.prognosix.ch/
599296,SnowXpark,"Sports,Travel and Tourism",CHE,company,http://www.snowxpark.ch
599300,proinity,"Information Technology,Privacy and Security",CHE,company,http://www.proinity.com/
599303,Projektil,Media and Entertainment,CHE,company,http://projektil.ch/
599305,xyxle,"Commerce and Shopping,Information Technology,Internet Services,Software",CHE,company,https://www.xyxle.com
599307,Velohub,"Consumer Electronics,Hardware,Information Technology,Internet Services,Messaging and Telecommunications,Other,Software",CHE,company,https://www.blinkers.bike
599314,Protexa Online,"Consumer Goods,Financial Services",CHE,company,
599335,yalty,"Administrative Services,Professional Services",CHE,company,https://yalty.io
599336,Veovox,"Commerce and Shopping,Software",CHE,company,https://www.veovox.com
599337,Gärtnerei,Food and Beverage,CHE,company,https://www.gartnerei.ch/
599338,yband therapy,Health Care,CHE,company,https://www.ybandtherapy.com
599341,Provas Financial Services,Financial Services,CHE,company,
599344,Verkehrsteiner,"Media and Entertainment,Mobile,Video",CHE,company,http://www.verkehrsteiner.ch
599346,ZECASO,"Design,Other",CHE,company,http://www.zecaso.com
599347,QBT,"Information Technology,Software",CHE,company,http://www.qbt.ch/
599352,ViaStoria,"Transportation,Travel and Tourism",CHE,company,https://www.viastoria.ch
599353,Zellweger Management Consultants,"Consumer Goods,Professional Services,Transportation",CHE,company,http://www.zellweger.com
599358,ZENDATA - Cyber-Sécurité,"Information Technology,Privacy and Security",CHE,company,https://zendata.ch
599360,Quartz Bio,Health Care,CHE,company,https://www.quartz.bio
599370,RALOG Engineering,Professional Services,CHE,company,http://ralog.ch
599371,ZENNA,"Energy,Natural Resources,Sustainability",CHE,company,http://www.zenna.ch
599379,Zigerlig Tec,"Professional Services,Transportation",CHE,company,
599380,Videoladen Produktion,"Media and Entertainment,Video",CHE,company,https://www.videoladen.ch
599387,Rapp Trans,Information Technology,CHE,company,https://www.rapp.ch/
599412,VIU,"Information Technology,Professional Services,Software",CHE,company,https://www.viu.ch
599418,Züst Engineering,"Manufacturing,Science and Engineering",CHE,company,http://www.zuestengineering.ch
599419,Vivami,"Financial Services,Manufacturing,Other,Privacy and Security",CHE,company,
599425,Rhoome,Consumer Goods,CHE,company,http://www.rhoome.ch
599428,VoltedFlow,"Biotechnology,Health Care",CHE,company,
599432,Waldispühl Restaurierungen,Other,CHE,company,
599445,relax health competence,"Health Care,Travel and Tourism",CHE,company,
599450,Validity Labs,"Education,Other,Professional Services,Science and Engineering,Software",CHE,company,https://www.validitylabs.org
599463,Webdocks Ruth Christian,"Internet Services,Sales and Marketing",CHE,company,
599475,Regeneon,"Biotechnology,Health Care,Science and Engineering",CHE,company,
599477,WestRock Switzerland,Health Care,CHE,company,
599478,RED CAD Solutions,"Information Technology,Software",CHE,company,http://www.redcad.ch
599483,Whitebag,Professional Services,CHE,company,
599484,Reber Informatik + Engineering,Information Technology,CHE,company,http://www.reberinformatik.ch
599492,re-fer,"Real Estate,Science and Engineering",CHE,company,http://www.re-fer.eu
599498,RASolutions,"Consumer Electronics,Hardware,Information Technology,Software",CHE,company,
599576,Juubel,"Advertising,Financial Services,Internet Services,Mobile,Other,Payments,Platforms,Sales and Marketing,Software,Sports",CHE,company,http://www.juubel.com
599682,Amstad Digital,Software,CHE,company,https://www.amstaddigital.com/
599762,Visium,"Apps,Artificial Intelligence,Data and Analytics,Professional Services,Science and Engineering,Software",CHE,company,http://visium.ch
599808,Embion Technologies,"Agriculture and Farming,Biotechnology,Food and Beverage,Health Care,Information Technology,Science and Engineering",CHE,company,http://www.embiontech.com
599920,SCHURTER,"Consumer Electronics,Hardware,Manufacturing",CHE,company,https://www.schurter.com/
599952,FXPIG,Financial Services,CHE,company,https://fxpig.com
600061,Hotelplan Group,"Community and Lifestyle,Travel and Tourism",CHE,company,https://www.hotelplan.com/
600135,Centiel,"Other,Professional Services",CHE,company,http://www.centiel.com/
600136,Better by Sport,Sports,CHE,company,http://www.betterbysport.com
600294,Bonus Arena,"Apps,Software,Sports",CHE,company,https://en.bonus-arena.com
600931,Pouly,Food and Beverage,CHE,company,http://www.pouly.ch
600944,CVCI,"Information Technology,Media and Entertainment,Professional Services",CHE,company,https://www.cvci.ch/fr/accueil.html
601143,Adent Dental Clinic Group SA,Health Care,CHE,company,https://adent.ch/
601267,Capocaccia,"Food and Beverage,Travel and Tourism",CHE,company,http://www.capocaccia.com/fr/
601312,Luigia,"Food and Beverage,Other,Professional Services,Transportation",CHE,company,https://www.luigia.ch/
601513,Confecta,"Consumer Electronics,Hardware,Manufacturing",CHE,company,
601519,Stellon SA,Information Technology,CHE,company,http://www.stellon.com/
601535,ArteCad SA,"Consumer Goods,Manufacturing",CHE,company,
601543,Pacific Private Bank,"Financial Services,Lending and Investments",CHE,company,https://pacificprivatebank.com/
601561,H55,"Consumer Electronics,Hardware,Manufacturing",CHE,company,http://www.h55.ch/
601612,WizArt Software,Software,CHE,company,
601645,Nyrstar,Natural Resources,CHE,company,http://www.nyrstar.com/
601660,Zenith SA,"Community and Lifestyle,Consumer Electronics,Consumer Goods,Hardware,Manufacturing",CHE,company,http://www.zenith-watches.com
601762,Pregnolia,"Artificial Intelligence,Data and Analytics,Health Care,Science and Engineering",CHE,company,https://www.pregnolia.com/
601792,FieldWiz,Sports,CHE,company,http://fieldwiz.com/
602024,BTA Digital Works,Software,CHE,company,http://www.bta.biz/
602061,Edelway,Information Technology,CHE,company,http://www.edelway.com/
602570,Gdoc Lasercom,"Professional Services,Software",CHE,company,https://www.gdoc-lasercom.com
602908,ICObazaar,"Financial Services,Other,Payments,Software",CHE,company,https://icobazaar.com/
602939,Roundshot,"Hardware,Software",CHE,company,http://www.roundshot.com
602991,Metaco,"Financial Services,Information Technology,Lending and Investments,Other,Payments,Software",CHE,company,https://metaco.com
602992,SILO,"Financial Services,Information Technology,Other,Payments,Software",CHE,company,https://silo.metaco.com/#/
603084,Bandara,"Hardware,Software",CHE,company,https://www.bandara.ch
603190,RR Donnelley Document Solutions Switzerland,Information Technology,CHE,company,
603275,iprotus,"Financial Services,Information Technology,Lending and Investments,Other,Payments,Professional Services,Software",CHE,company,http://iprotus.com/
603323,Gonidio,"Biotechnology,Health Care,Science and Engineering,Sports",CHE,company,http://www.gonidio.com/
603335,Smotion,"Sustainability,Transportation",CHE,company,http://www.smotion.ch/
603337,flacher bauch,Commerce and Shopping,CHE,company,http://flacher-bauch.ch/
603380,BTC Express,"Financial Services,Information Technology,Other,Payments,Software",CHE,company,http://www.btc-express.ch/
603444,Televerbier,Community and Lifestyle,CHE,company,http://www.televerbier.ch/
603516,Cross Systems SA,Information Technology,CHE,company,http://www.cross-systems.ch
603528,emotì,Transportation,CHE,company,https://emoti.evpass.ch
603573,Beryl Management SA,"Information Technology,Professional Services",CHE,company,
603656,Big Blue People,"Apps,Commerce and Shopping,Internet Services,Mobile,Software",CHE,company,https://www.bigbluepeople.com.ar/
603699,Monostream,"Apps,Information Technology,Mobile,Platforms,Software",CHE,company,https://www.monostream.com/
603849,Converium Holding AG,Financial Services,CHE,company,
603888,Nomoko,"Hardware,Software,Transportation",CHE,company,https://www.nomoko.world
603965,GOWAGO,Transportation,CHE,company,https://gowago.ch/
604208,Pemsa SA,Other,CHE,company,
604407,Trüb Cards AG,"Information Technology,Privacy and Security,Science and Engineering,Software",CHE,company,http://www.trueb.ch/en/home
604916,Arca24,"Administrative Services,Hardware,Information Technology,Sales and Marketing,Science and Engineering,Software",CHE,company,https://www.arca24.com/
605073,APPICS,"Commerce and Shopping,Internet Services,Media and Entertainment,Other,Professional Services",CHE,company,https://appics.com
605154,Techni-Flex Sàrl,Manufacturing,CHE,company,
605178,CHIME-FLEX,"Manufacturing,Real Estate",CHE,company,
605245,Visilab,"Commerce and Shopping,Consumer Goods,Health Care,Manufacturing",CHE,company,https://www.visilab.ch/de/
605248,ADconity.com,"Advertising,Sales and Marketing",CHE,company,https://ADconity.com
605773,ThinkSport,"Community and Lifestyle,Other,Sports",CHE,company,https://www.thinksport.org/en/
605784,Versus Data Sports,"Data and Analytics,Sports",CHE,company,http://www.vsports.ch/
605826,Unilode Aviation Solutions,"Consumer Electronics,Hardware,Software,Transportation",CHE,company,http://www.unilode.com/
606046,Swiss Timing,Sports,CHE,company,https://www.swisstiming.com/
606181,Arthus Technologies SARL,Information Technology,CHE,company,http://www.arthus-tech.ch/
606434,Wortspiel,"Advertising,Sales and Marketing",CHE,company,https://www.wortspiel.com
607043,Algonesia Technologies S.A.S.,"Biotechnology,Science and Engineering,Sustainability",CHE,company,http://www.algonesia.com/
607189,Innoveo,"Apps,Information Technology,Other,Software",CHE,company,https://www.innoveo.com/
607343,Senevita AG,Health Care,CHE,company,https://www.senevita.ch
607495,Spitex pour la Ville et la Campagne,"Community and Lifestyle,Health Care",CHE,company,
